event_id,user_id,event_type,event_time,product_id,revenue
219,11,view,2026-07-07,548,0
220,11,view,2026-07-04,664,0
221,11,view,2026-05-06,780,0
222,11,view,2026-04-12,279,0
223,11,view,2026-07-13,798,0
224,12,view,2026-06-02,880,0
225,12,click,2026-06-02,880,0
226,12,add_to_cart,2026-06-02,880,0
227,12,purchase,2026-06-02,880,895
228,12,view,2026-08-04,76,0
229,12,click,2026-08-04,76,0
230,12,view,2026-07-16,564,0
231,12,view,2026-06-29,144,0
232,12,view,2026-06-17,396,0
233,12,click,2026-06-17,396,0
234,12,view,2026-05-02,151,0
235,12,view,2026-04-18,109,0
236,12,view,2026-08-24,398,0
237,12,view,2026-07-21,163,0
238,12,view,2026-05-24,658,0
239,12,view,2026-03-19,74,0
240,12,view,2026-08-02,253,0
241,12,view,2026-08-31,653,0
242,12,click,2026-08-31,653,0
243,12,add_to_cart,2026-08-31,653,0
244,12,view,2026-03-15,29,0
245,12,click,2026-03-15,29,0
246,12,view,2026-06-27,833,0
247,12,view,2026-08-02,511,0
248,12,view,2026-04-24,132,0
249,12,click,2026-04-24,132,0
250,12,view,2026-03-29,445,0
251,12,click,2026-03-29,445,0
252,13,view,2026-03-30,531,0
253,13,click,2026-03-30,531,0
254,13,add_to_cart,2026-03-30,531,0
255,13,purchase,2026-03-30,531,1743
256,13,view,2026-05-05,58,0
257,13,view,2026-03-01,895,0
258,13,view,2025-12-31,387,0
259,13,view,2026-04-22,409,0
260,13,view,2026-06-14,117,0
261,13,view,2026-02-12,685,0
262,13,view,2026-03-01,815,0
263,13,view,2026-04-27,213,0
264,13,view,2026-06-12,227,0
265,13,view,2026-05-25,47,0
266,13,view,2026-01-13,143,0
267,13,view,2026-04-26,566,0
268,13,view,2026-05-23,471,0
269,13,click,2026-05-23,471,0
270,13,add_to_cart,2026-05-23,471,0
271,14,view,2026-04-18,972,0
272,14,click,2026-04-18,972,0
273,14,add_to_cart,2026-04-18,972,0
274,14,purchase,2026-04-18,972,4685
275,14,view,2026-05-22,698,0
276,14,click,2026-05-22,698,0
277,14,add_to_cart,2026-05-22,698,0
278,14,view,2026-06-10,502,0
279,14,click,2026-06-10,502,0
280,14,add_to_cart,2026-06-10,502,0
281,14,view,2026-06-12,909,0
282,14,view,2026-05-20,594,0
283,14,view,2026-02-22,921,0
284,14,view,2026-03-03,798,0
285,14,view,2026-04-25,5,0
286,14,click,2026-04-25,5,0
287,14,add_to_cart,2026-04-25,5,0
288,14,view,2026-07-02,779,0
289,14,view,2026-03-10,217,0
290,14,view,2026-02-02,689,0
291,14,view,2026-04-14,105,0
292,15,view,2026-06-03,823,0
293,15,view,2026-04-10,645,0
294,15,view,2026-01-28,997,0
295,15,view,2026-03-29,145,0
296,15,click,2026-03-29,145,0
297,15,add_to_cart,2026-03-29,145,0
298,15,purchase,2026-03-29,145,1216
299,15,view,2026-01-09,446,0
300,16,view,2026-03-14,34,0
301,16,click,2026-03-14,34,0
302,16,add_to_cart,2026-03-14,34,0
303,16,view,2026-07-22,438,0
304,16,view,2026-06-13,306,0
305,16,view,2026-04-05,236,0
306,16,view,2026-04-08,401,0
307,16,click,2026-04-08,401,0
308,16,add_to_cart,2026-04-08,401,0
309,16,view,2026-05-06,910,0
310,16,view,2026-08-08,103,0
311,16,click,2026-08-08,103,0
312,16,add_to_cart,2026-08-08,103,0
313,16,view,2026-05-19,850,0
314,16,click,2026-05-19,850,0
315,16,add_to_cart,2026-05-19,850,0
316,16,view,2026-04-03,249,0
317,16,view,2026-04-30,542,0
318,16,view,2026-04-02,81,0
319,16,view,2026-06-22,138,0
320,17,view,2025-12-02,508,0
321,17,click,2025-12-02,508,0
322,17,add_to_cart,2025-12-02,508,0
323,17,view,2026-03-21,747,0
324,17,view,2026-03-10,111,0
325,17,click,2026-03-10,111,0
326,17,add_to_cart,2026-03-10,111,0
327,17,purchase,2026-03-10,111,3945
328,17,view,2026-04-08,520,0
329,17,click,2026-04-08,520,0
330,17,view,2025-12-10,195,0
331,17,view,2026-04-19,93,0
332,17,view,2026-01-15,634,0
333,17,click,2026-01-15,634,0
334,17,view,2026-02-15,682,0
335,17,click,2026-02-15,682,0
336,17,add_to_cart,2026-02-15,682,0
337,17,purchase,2026-02-15,682,1023
338,17,view,2026-02-13,46,0
339,17,view,2026-02-01,730,0
340,17,view,2026-01-27,794,0
341,17,view,2026-03-16,214,0
342,17,click,2026-03-16,214,0
343,17,view,2026-01-17,48,0
344,17,click,2026-01-17,48,0
345,17,add_to_cart,2026-01-17,48,0
346,17,view,2026-03-08,867,0
347,17,click,2026-03-08,867,0
348,17,add_to_cart,2026-03-08,867,0
349,18,view,2026-03-04,474,0
350,18,view,2026-05-07,216,0
351,18,view,2026-07-22,526,0
352,18,click,2026-07-22,526,0
353,18,add_to_cart,2026-07-22,526,0
354,18,view,2026-07-19,750,0
355,18,view,2026-03-08,506,0
356,18,view,2026-06-13,15,0
357,18,click,2026-06-13,15,0
358,18,view,2026-03-18,714,0
359,18,view,2026-03-07,231,0
360,18,click,2026-03-07,231,0
361,18,view,2026-03-15,145,0
362,18,view,2026-03-15,580,0
363,19,view,2026-05-16,146,0
364,19,click,2026-05-16,146,0
365,19,view,2026-03-02,623,0
366,19,view,2026-05-20,748,0
367,19,click,2026-05-20,748,0
368,19,add_to_cart,2026-05-20,748,0
369,19,view,2026-02-22,320,0
370,19,view,2026-03-27,877,0
371,19,view,2026-05-28,289,0
372,19,click,2026-05-28,289,0
373,19,add_to_cart,2026-05-28,289,0
374,19,view,2026-05-19,516,0
375,19,view,2026-03-30,350,0
376,19,click,2026-03-30,350,0
377,19,view,2026-06-07,243,0
378,19,click,2026-06-07,243,0
379,19,view,2026-06-28,223,0
380,19,view,2026-04-12,4,0
381,19,click,2026-04-12,4,0
382,19,view,2026-05-01,504,0
383,19,view,2026-03-30,441,0
384,20,view,2026-03-10,26,0
385,20,click,2026-03-10,26,0
386,20,view,2026-01-03,410,0
387,20,view,2025-11-13,724,0
388,20,view,2026-02-15,140,0
389,20,click,2026-02-15,140,0
390,20,view,2025-12-28,550,0
391,20,view,2026-03-13,511,0
392,20,view,2025-10-28,673,0
393,20,view,2025-11-04,261,0
394,20,click,2025-11-04,261,0
395,20,view,2025-11-07,168,0
396,20,view,2025-12-29,319,0
397,20,view,2025-11-11,777,0
398,20,view,2026-03-26,550,0
399,20,view,2026-01-27,95,0
400,20,view,2025-12-26,956,0
401,20,view,2026-01-11,885,0
402,21,view,2026-05-06,588,0
403,21,click,2026-05-06,588,0
404,21,view,2026-01-28,918,0
405,21,click,2026-01-28,918,0
406,21,view,2025-12-06,873,0
407,21,view,2026-01-24,798,0
408,21,view,2026-05-09,5,0
409,21,click,2026-05-09,5,0
410,21,view,2026-01-26,132,0
411,21,click,2026-01-26,132,0
412,21,view,2026-04-20,296,0
413,21,view,2026-03-09,526,0
414,21,view,2026-03-30,422,0
415,21,view,2026-01-27,143,0
416,21,view,2026-04-19,225,0
417,21,click,2026-04-19,225,0
418,21,view,2026-01-17,616,0
419,21,click,2026-01-17,616,0
420,21,view,2026-04-08,579,0
421,22,view,2025-11-30,448,0
422,22,click,2025-11-30,448,0
423,22,view,2025-11-21,478,0
424,22,view,2026-04-01,157,0
425,22,click,2026-04-01,157,0
426,22,add_to_cart,2026-04-01,157,0
427,22,view,2025-11-21,254,0
428,22,click,2025-11-21,254,0
429,22,view,2025-10-24,635,0
430,22,view,2026-02-14,806,0
431,22,view,2025-12-05,228,0
432,22,view,2026-04-17,696,0
433,22,view,2026-03-04,261,0
434,22,view,2025-12-26,844,0
435,22,view,2026-03-23,95,0
436,22,view,2026-04-01,292,0
437,23,view,2025-12-26,660,0
438,23,click,2025-12-26,660,0
439,23,view,2025-11-25,134,0
440,23,view,2025-12-04,346,0
441,23,view,2026-03-07,218,0
442,23,view,2026-02-06,616,0
443,23,view,2026-01-26,324,0
444,23,view,2025-11-24,840,0
445,23,view,2026-01-18,799,0
446,23,view,2025-12-08,29,0
447,23,click,2025-12-08,29,0
448,23,view,2025-10-29,407,0
449,23,click,2025-10-29,407,0
450,23,add_to_cart,2025-10-29,407,0
451,23,purchase,2025-10-29,407,1705
452,23,view,2025-12-14,1,0
453,23,view,2025-12-12,371,0
454,23,view,2026-03-16,431,0
455,23,click,2026-03-16,431,0
456,23,add_to_cart,2026-03-16,431,0
457,23,view,2026-02-12,666,0
458,23,view,2025-12-20,244,0
459,24,view,2025-11-14,386,0
460,24,view,2026-03-18,347,0
461,24,view,2026-03-27,955,0
462,24,view,2026-04-04,182,0
463,24,click,2026-04-04,182,0
464,24,add_to_cart,2026-04-04,182,0
465,24,view,2026-01-03,161,0
466,24,click,2026-01-03,161,0
467,24,view,2026-03-06,666,0
468,24,click,2026-03-06,666,0
469,24,view,2025-12-27,84,0
470,24,view,2026-03-04,630,0
471,24,view,2025-12-09,701,0
472,24,click,2025-12-09,701,0
473,24,add_to_cart,2025-12-09,701,0
474,24,view,2026-04-04,891,0
475,24,view,2025-12-08,32,0
476,24,view,2025-11-25,429,0
477,24,click,2025-11-25,429,0
478,24,view,2025-10-26,18,0
479,24,click,2025-10-26,18,0
480,24,view,2026-01-28,114,0
481,24,view,2026-04-04,831,0
482,24,click,2026-04-04,831,0
483,24,add_to_cart,2026-04-04,831,0
484,24,purchase,2026-04-04,831,1981
485,25,view,2026-03-27,162,0
486,25,view,2026-03-04,55,0
487,25,click,2026-03-04,55,0
488,25,view,2026-03-10,8,0
489,25,click,2026-03-10,8,0
490,25,add_to_cart,2026-03-10,8,0
491,25,purchase,2026-03-10,8,2990
492,25,view,2026-02-17,54,0
493,25,click,2026-02-17,54,0
494,25,view,2026-01-27,609,0
495,25,view,2025-12-15,418,0
496,25,view,2026-03-05,78,0
497,26,view,2026-07-04,452,0
498,26,view,2026-07-02,735,0
499,26,view,2026-02-17,330,0
500,26,click,2026-02-17,330,0
501,26,add_to_cart,2026-02-17,330,0
502,26,purchase,2026-02-17,330,3952
503,26,view,2026-07-07,548,0
504,26,view,2026-05-03,514,0
505,26,view,2026-07-08,523,0
506,26,click,2026-07-08,523,0
507,26,add_to_cart,2026-07-08,523,0
508,26,view,2026-06-30,532,0
509,26,view,2026-07-26,256,0
510,26,view,2026-04-04,940,0
511,26,click,2026-04-04,940,0
512,26,view,2026-05-29,280,0
513,26,click,2026-05-29,280,0
514,26,view,2026-04-10,727,0
515,26,view,2026-06-04,115,0
516,26,view,2026-02-19,552,0
517,26,view,2026-03-07,359,0
518,26,click,2026-03-07,359,0
519,26,view,2026-02-14,666,0
520,26,view,2026-05-30,610,0
521,26,click,2026-05-30,610,0
522,26,add_to_cart,2026-05-30,610,0
523,26,view,2026-05-06,42,0
524,26,view,2026-07-26,34,0
525,27,view,2026-05-31,588,0
526,27,click,2026-05-31,588,0
527,27,add_to_cart,2026-05-31,588,0
528,27,purchase,2026-05-31,588,1145
529,27,view,2026-07-16,610,0
530,27,view,2026-03-23,455,0
531,27,view,2026-06-23,922,0
532,27,view,2026-05-31,558,0
533,27,click,2026-05-31,558,0
534,27,add_to_cart,2026-05-31,558,0
535,27,view,2026-03-21,693,0
536,27,view,2026-02-24,29,0
537,27,click,2026-02-24,29,0
538,27,add_to_cart,2026-02-24,29,0
539,27,view,2026-05-22,187,0
540,27,click,2026-05-22,187,0
541,27,view,2026-05-07,55,0
542,27,view,2026-06-28,69,0
543,27,view,2026-03-06,751,0
544,27,click,2026-03-06,751,0
545,27,view,2026-04-20,958,0
546,27,view,2026-07-02,450,0
547,27,click,2026-07-02,450,0
548,27,add_to_cart,2026-07-02,450,0
549,28,view,2026-03-04,939,0
550,28,view,2026-01-27,39,0
551,28,click,2026-01-27,39,0
552,28,add_to_cart,2026-01-27,39,0
553,28,purchase,2026-01-27,39,1958
554,28,view,2026-04-14,866,0
555,28,click,2026-04-14,866,0
556,28,add_to_cart,2026-04-14,866,0
557,28,view,2026-02-20,957,0
558,28,view,2026-02-28,823,0
559,28,view,2026-01-14,318,0
560,28,view,2026-03-26,776,0
561,28,view,2026-03-24,727,0
562,28,view,2026-01-27,466,0
563,28,view,2026-05-25,571,0
564,28,view,2026-04-21,538,0
565,28,click,2026-04-21,538,0
566,28,view,2026-05-27,919,0
567,28,view,2026-03-29,250,0
568,29,view,2026-04-21,519,0
569,29,click,2026-04-21,519,0
570,29,view,2026-02-22,727,0
571,29,view,2026-04-20,935,0
572,29,view,2026-04-07,273,0
573,29,view,2026-05-26,995,0
574,29,view,2026-02-08,98,0
575,29,view,2026-06-14,936,0
576,29,view,2026-04-12,39,0
577,29,view,2025-12-29,349,0
578,29,view,2026-05-15,722,0
579,29,view,2026-06-13,108,0
580,29,click,2026-06-13,108,0
581,29,add_to_cart,2026-06-13,108,0
582,29,view,2026-06-01,251,0
583,29,view,2026-05-15,274,0
584,29,view,2026-04-27,39,0
585,29,click,2026-04-27,39,0
586,29,add_to_cart,2026-04-27,39,0
587,29,purchase,2026-04-27,39,4913
588,29,view,2026-01-10,440,0
589,29,click,2026-01-10,440,0
590,29,add_to_cart,2026-01-10,440,0
591,29,purchase,2026-01-10,440,3930
592,29,view,2026-03-19,389,0
593,29,view,2026-06-20,3,0
594,29,view,2026-04-24,670,0
595,29,view,2026-05-20,958,0
596,30,view,2026-02-11,399,0
597,30,view,2026-02-26,964,0
598,30,click,2026-02-26,964,0
599,30,view,2026-01-30,997,0
600,30,click,2026-01-30,997,0
601,30,view,2026-02-01,302,0
602,30,view,2026-01-31,845,0
603,30,view,2026-01-21,772,0
604,30,click,2026-01-21,772,0
605,30,view,2026-02-01,310,0
606,30,view,2026-03-20,330,0
607,30,click,2026-03-20,330,0
608,30,add_to_cart,2026-03-20,330,0
609,30,purchase,2026-03-20,330,3053
610,30,view,2025-12-03,888,0
611,30,view,2025-12-05,54,0
612,30,view,2026-05-26,521,0
613,30,view,2026-04-01,753,0
614,30,click,2026-04-01,753,0
615,30,add_to_cart,2026-04-01,753,0
616,30,view,2026-01-31,145,0
617,30,click,2026-01-31,145,0
618,30,view,2025-12-13,120,0
619,30,view,2026-02-27,329,0
620,30,view,2026-03-11,610,0
621,30,view,2026-02-05,635,0
622,30,click,2026-02-05,635,0
623,30,view,2026-05-02,738,0
624,30,view,2025-12-09,463,0
625,30,view,2025-12-05,395,0
626,30,click,2025-12-05,395,0
627,31,view,2026-03-09,328,0
628,31,view,2026-07-25,602,0
629,31,view,2026-03-08,316,0
630,31,click,2026-03-08,316,0
631,31,view,2026-04-21,114,0
632,31,view,2026-04-02,349,0
633,31,view,2026-04-07,568,0
634,31,view,2026-03-11,859,0
635,31,view,2026-03-04,262,0
636,31,view,2026-04-20,168,0
637,31,click,2026-04-20,168,0
638,31,add_to_cart,2026-04-20,168,0
639,31,purchase,2026-04-20,168,862
640,31,view,2026-03-16,345,0
641,31,view,2026-05-10,191,0
642,31,view,2026-02-06,133,0
643,31,view,2026-03-29,761,0
644,31,click,2026-03-29,761,0
645,31,view,2026-06-17,672,0
646,31,click,2026-06-17,672,0
647,31,view,2026-07-08,82,0
648,31,view,2026-04-17,989,0
649,31,click,2026-04-17,989,0
650,31,add_to_cart,2026-04-17,989,0
651,31,purchase,2026-04-17,989,2190
652,31,view,2026-05-23,233,0
653,31,view,2026-05-08,700,0
654,31,click,2026-05-08,700,0
655,31,view,2026-04-10,467,0
656,32,view,2026-05-18,412,0
657,32,view,2026-04-22,989,0
658,32,view,2026-08-11,864,0
659,32,view,2026-05-23,731,0
660,32,click,2026-05-23,731,0
661,32,view,2026-08-08,906,0
662,32,view,2026-04-07,474,0
663,32,click,2026-04-07,474,0
664,32,view,2026-03-30,704,0
665,32,view,2026-08-27,763,0
666,32,click,2026-08-27,763,0
667,32,view,2026-03-23,29,0
668,32,click,2026-03-23,29,0
669,32,add_to_cart,2026-03-23,29,0
670,32,view,2026-09-11,459,0
671,32,view,2026-04-11,482,0
672,32,click,2026-04-11,482,0
673,32,view,2026-06-23,397,0
674,32,view,2026-03-31,887,0
675,32,view,2026-05-30,884,0
676,33,view,2026-05-31,22,0
677,33,click,2026-05-31,22,0
678,33,view,2026-07-12,748,0
679,33,click,2026-07-12,748,0
680,33,view,2026-04-24,976,0
681,33,view,2026-05-31,774,0
682,33,view,2026-07-17,507,0
683,33,view,2026-07-10,934,0
684,33,click,2026-07-10,934,0
685,33,add_to_cart,2026-07-10,934,0
686,33,purchase,2026-07-10,934,1292
687,33,view,2026-04-01,524,0
688,33,view,2026-04-04,584,0
689,33,click,2026-04-04,584,0
690,33,add_to_cart,2026-04-04,584,0
691,33,purchase,2026-04-04,584,1019
692,33,view,2026-05-26,27,0
693,33,view,2026-07-17,349,0
694,33,click,2026-07-17,349,0
695,33,add_to_cart,2026-07-17,349,0
696,33,view,2026-07-17,916,0
697,33,view,2026-08-08,734,0
698,33,click,2026-08-08,734,0
699,33,add_to_cart,2026-08-08,734,0
700,33,view,2026-03-17,678,0
701,33,click,2026-03-17,678,0
702,33,add_to_cart,2026-03-17,678,0
703,33,view,2026-07-03,386,0
704,33,view,2026-07-25,64,0
705,33,view,2026-05-19,789,0
706,33,click,2026-05-19,789,0
707,33,add_to_cart,2026-05-19,789,0
708,33,view,2026-06-11,166,0
709,33,click,2026-06-11,166,0
710,33,view,2026-04-10,102,0
711,33,view,2026-03-19,214,0
712,34,view,2026-03-06,588,0
713,34,view,2026-03-21,463,0
714,34,view,2026-01-06,92,0
715,34,view,2026-03-29,928,0
716,34,view,2026-01-17,2,0
717,34,view,2026-03-19,929,0
718,34,view,2026-03-15,918,0
719,34,click,2026-03-15,918,0
720,34,view,2026-01-10,686,0
721,34,view,2026-03-04,994,0
722,34,click,2026-03-04,994,0
723,34,view,2026-01-24,971,0
724,34,click,2026-01-24,971,0
725,34,view,2025-10-21,774,0
726,34,view,2026-03-21,553,0
727,34,view,2025-10-20,840,0
728,35,view,2026-03-20,318,0
729,35,view,2026-05-02,7,0
730,35,view,2026-05-07,390,0
731,35,view,2026-05-29,895,0
732,35,view,2026-02-05,700,0
733,35,view,2026-01-07,87,0
734,35,view,2026-01-20,301,0
735,35,view,2026-05-22,567,0
736,35,view,2026-06-17,904,0
737,35,view,2026-02-17,695,0
738,35,click,2026-02-17,695,0
739,35,add_to_cart,2026-02-17,695,0
740,35,purchase,2026-02-17,695,1161
741,35,view,2026-02-01,352,0
742,35,view,2026-02-23,643,0
743,35,click,2026-02-23,643,0
744,35,add_to_cart,2026-02-23,643,0
745,35,purchase,2026-02-23,643,852
746,35,view,2026-05-10,332,0
747,35,click,2026-05-10,332,0
748,35,view,2026-01-19,404,0
749,35,view,2026-04-13,382,0
750,35,view,2026-05-27,562,0
751,35,view,2026-04-01,617,0
752,35,view,2026-04-22,866,0
753,36,view,2026-01-21,418,0
754,36,view,2025-12-12,938,0
755,36,view,2026-03-08,268,0
756,36,view,2025-11-21,552,0
757,36,view,2026-02-10,794,0
758,36,view,2026-01-29,298,0
759,36,click,2026-01-29,298,0
760,37,view,2026-02-27,837,0
761,37,click,2026-02-27,837,0
762,37,view,2026-03-22,381,0
763,37,view,2026-04-15,130,0
764,37,click,2026-04-15,130,0
765,37,view,2026-04-20,28,0
766,37,click,2026-04-20,28,0
767,37,view,2026-07-08,460,0
768,37,click,2026-07-08,460,0
769,37,view,2026-03-09,287,0
770,37,click,2026-03-09,287,0
771,37,add_to_cart,2026-03-09,287,0
772,37,purchase,2026-03-09,287,2493
773,37,view,2026-04-24,778,0
774,37,view,2026-05-06,257,0
775,37,view,2026-01-29,683,0
776,37,view,2026-03-19,576,0
777,37,view,2026-02-18,121,0
778,38,view,2026-08-25,305,0
779,38,view,2026-04-26,824,0
780,38,view,2026-07-25,620,0
781,38,view,2026-08-08,882,0
782,38,view,2026-04-19,20,0
783,38,click,2026-04-19,20,0
784,38,view,2026-04-17,198,0
785,38,click,2026-04-17,198,0
786,38,add_to_cart,2026-04-17,198,0
787,38,purchase,2026-04-17,198,1729
788,38,view,2026-03-25,490,0
789,38,view,2026-04-25,126,0
790,38,view,2026-05-02,797,0
791,38,view,2026-08-31,178,0
792,38,view,2026-04-20,852,0
